species
Abarema macradenia
Mentzelia micrantha
Mentzelia montana
Mentzelia multiflora
Mentzelia nitens
Mentzelia nuda
Mentzelia oligosperma
Mentzelia paradoxensis
Mentzelia pectinata
Mentzelia reflexa
Mentzelia reverchonii
Mentzelia rusbyi
Mentzelia strictissima
Mentzelia tricuspis
Mentzelia veatchiana
Menyanthes trifoliata
Mercurialis annua
Meriania purpurea
Merremia discoidesperma
Mertensia arizonica
Mertensia bella
Mertensia brevistyla
Mertensia ciliata
Mertensia franciscana
Mertensia humilis
Mertensia lanceolata
Mertensia longiflora
Mertensia macdougalii
Mertensia maritima
Mertensia oblongifolia
Mertensia ovata
Mertensia paniculata
Mertensia platyphylla
Mertensia tweedyi
Mertensia virginica
Mesadenus lucayanus
Mesadenus polyanthus
Mesadenus tenuissimus
Mesechites roseus
Mesechites trifidus
Mesembryanthemum cordifolium
Mesembryanthemum crystallinum
Mesembryanthemum lancifolium
Mesembryanthemum nodiflorum
Mesosphaerum collinum
Mesosphaerum pectinatum
Mesosphaerum suaveolens
Mesosphaerum urticoides
Mesotaenium macrococcum
Metalasia muricata
Metaneckera menziesii
Metasequoia glyptostroboides
Metastelma angustifolium
Metastelma arizonicum
Metastelma barbigerum
Metastelma blodgettii
Metastelma californicum
Metastelma decipiens
Metastelma northropiae
Metastelma pringlei
Metastelma schlechtendalii
Metastelma stenomeres
Metastelma turneri
Metopium brownei
Metopium toxiferum
Metrosideros excelsa
Metrosideros polymorpha
Metzgeria conjugata
Metzgeria furcata
Metzgeria temperata
Meximalva filipes
Mexocarpus tetragonus
Mickelia oligarchica
Mickelia pergamentacea
Miconia affinis
Miconia aguilarii
Miconia albicans
Miconia amplinodis
Miconia angustilamina
Miconia argentea
Miconia bicolor
Miconia calvescens
Miconia centrodesma
Miconia dodecandra
Miconia glaberrima
Miconia globulifera
Miconia impetiolaris
Miconia karlkrugii
Miconia lacera
Miconia laevigata
Miconia madrensis
Miconia magnifolia
Miconia mexicana
Miconia minutiflora
Miconia nervosa
Miconia oinochrophylla
Miconia oligotricha
Miconia paleacea
Miconia prasina
Miconia punctata
Miconia pycnoneura
Miconia racemosa
Miconia saxicola
Miconia schlechtendalii
Miconia simplex
Miconia theizans
Miconia thomasiana
Miconia tonduzii
Miconia umbellata
Miconia valerioana
Micranthemum glomeratum
Micranthemum umbrosum
Micranthes aprica
Micranthes bryophora
Micranthes californica
Micranthes careyana
Micranthes caroliniana
Micranthes eriophora
Micranthes ferruginea
Micranthes foliolosa
Micranthes gormanii
Micranthes hieracifolia
Micranthes hitchcockiana
Micranthes integrifolia
Micranthes lyallii
Micranthes micranthidifolia
Micranthes nelsoniana
Micranthes nivalis
Micranthes occidentalis
Micranthes odontoloma
Micranthes oregana
Micranthes palmeri
Micranthes pensylvanica
Micranthes petiolaris
Micranthes razshivinii
Micranthes reflexa
Micranthes rhomboidea
Micranthes rufidula
Micranthes spicata
Micranthes tenuis
Micranthes texana
Micranthes tolmiei
Micranthes virginiensis
Micrasterias americana
Micrasterias apiculata
Micrasterias brachyptera
Micrasterias denticulata
Micrasterias depauperata
Micrasterias foliacea
Micrasterias furcata
Micrasterias laticeps
Micrasterias mahabuleshwarensis
Micrasterias muricata
Micrasterias radiata
Micrasterias radiosa
Micrasterias rotata
Micrasterias truncata
Microbryum davallianum
Microcala quadrangularis
Microchloa kunthii
Microcladia borealis
Microcladia coulteri
Microgramma heterophylla
Microgramma lycopodioides
Microgramma nitida
Microgramma piloselloides
Microgramma reptans
Microlepia strigosa
Microlobius foetidus
Micromeria douglasii
Micropleura renifolia
Microsechium palmatum
Microseris alpestris
Microseris bigelovii
Microseris borealis
Microseris cuspidata
Microseris douglasii
Microseris heterocarpa
Microseris laciniata
Microseris lindleyi
Microseris nutans
Microseris paludosa
Microseris troximoides
Microspermum debile
Microstegium vimineum
Mikania cordifolia
Mikania leiostachya
Mikania micrantha
Mikania scandens
Mildella fallax
Milium effusum
Milla biflora
Milleria quinqueflora
Miltoniopsis warszewiczii
Mimetanthe pilosa
Mimophytum alienum
Mimophytum cardiophyllum
Mimosa acantholoba
Mimosa aculeaticarpa
Mimosa albida
Mimosa asperata
Mimosa bahamensis
Mimosa benthamii
Mimosa borealis
Mimosa casta
Mimosa depauperata
Mimosa diplotricha
Mimosa distachya
Mimosa dysocarpa
Mimosa emoryana
Mimosa galeottii
Mimosa grahamii
Mimosa lacerata
Mimosa lactiflua
Mimosa laxiflora
Mimosa luisana
Mimosa malacophylla
Mimosa martindelcampoi
Mimosa monancistra
Mimosa nigra
Mimosa pigra
Mimosa platycarpa
Mimosa polyantha
Mimosa pudica
Mimosa quadrivalvis
Mimosa rupertiana
Mimosa sinaloensis
Mimosa spirocarpa
Mimosa strigillosa
Mimosa tenuiflora
Mimosa tricephala
Mimosa xanti
Mimosa zygophylla
Mimulus alatus
Mimulus ringens
Mimusops coriacea
Mimusops elengi
Mirabilis albida
Mirabilis alipes
Mirabilis coccinea
Mirabilis decipiens
Mirabilis gigantea
Mirabilis glabra
Mirabilis glabrifolia
Mirabilis hirsuta
Mirabilis jalapa
Mirabilis laevis
Mirabilis latifolia
Mirabilis linearis
Mirabilis longiflora
Mirabilis melanotricha
Mirabilis multiflora
Mirabilis nyctaginea
Mirabilis oligantha
Mirabilis oxybaphoides
Mirabilis russellii
Mirabilis tenuiloba
Mirabilis triflora
Mirabilis violacea
Mirabilis viscosa
Miscanthus nepalensis
Miscanthus oligostachyus
Miscanthus sacchariflorus
Miscanthus sinensis
Misopates orontium
Mitchella repens
Mitella breweri
Mitella caulescens
Mitella diphylla
Mitella nuda
Mitella ovalis
Mitella pentandra
Mitella stauropetala
Mitella trifida
Mitracarpus breviflorus
Mitracarpus floribundus
Mitracarpus hirtus
Mitreola petiolata
Mitreola sessilifolia
Mnium hornum
Mnium marginatum
Mnium spinulosum
Modiola caroliniana
Moehringia lateriflora
Moehringia macrophylla
Moenchia erecta
Molinadendron guatemalense
Molineria capitulata
Molinia caerulea
Mollinedia viridiflora
Mollugo verticillata
Momordica balsamina
Momordica charantia
Monactinus simplex
Monarda austroappalachiana
Monarda bradburiana
Monarda citriodora
Monarda clinopodia
Monarda clinopodioides
Monarda didyma
Monarda fistulosa
Monarda fruticulosa
Monarda humilis
Monarda media
Monarda medioides
Monarda pectinata
Monarda pringlei
Monarda punctata
Monarda russeliana
Monardella australis
Monardella breweri
Monardella douglasii
Monardella exilis
Monardella hypoleuca
Monardella linoides
Monardella macrantha
Monardella nana
Monardella odoratissima
Monardella purpurea
Monardella sinuata
Monardella villosa
Moneses uniflora
Monnina ciliolata
Monnina salicifolia
Monnina wrightii
Monnina xalapensis
Monochaetum calcaratum
Monochaetum deppeanum
Monochaetum floribundum
Monochaetum lineatum
Monochaetum tenellum
Monochaetum vulcanicum
Monoclea gottschei
Monolena panamensis
Monolopia lanceolata
Monolopia major
Monolopia stricta
Mononeuria caroliniana
Mononeuria glabra
Mononeuria groenlandica
Mononeuria muscorum
Mononeuria nuttallii
Mononeuria patula
Mononeuria uniflora
Monoptilon bellidiforme
Monoptilon bellioides
Monopyle maxonii
Monoraphidium contortum
Monoraphidium griffithii
Monotropa uniflora
Monstera acuminata
Monstera adansonii
Monstera deliciosa
Monstera dissecta
Monstera dubia
Monstera lechleriana
Monstera obliqua
Monstera oreophila
Monstera pinnatipartita
Monstera punctulata
Monstera siltepecana
Monstera spruceana
Monstera standleyana
Monstera tenuis
Monstera tuberculata
Montanoa atriplicifolia
Montanoa bipinnatifida
Montanoa frutescens
Montanoa grandiflora
Montanoa guatemalensis
Montanoa hibiscifolia
Montanoa karwinskii
Montanoa leucantha
Montanoa pteropoda
Montanoa tomentosa
Monteverdia buxifolia
Monteverdia chiapensis
Monteverdia recondita
Montia chamissoi
Montia fontana
Montia linearis
Montia parvifolia
Montrichardia arborescens
Moranopteris taenifolia
Morella californica
Morella caroliniensis
Morella cerifera
Morella faya
Morella inodora
Morella pensylvanica
Morella pubescens
Morinda citrifolia
Morinda royoc
Moringa oleifera
Morisonia americana
Morkillia acuminata
Morkillia mexicana
Mormodes aromatica
Mormodes badia
Mormodes cozticxochitl
Mormodes lineata
Mormodes pardalinata
Mortonia greggii
Mortonia palmeri
Mortonia scabrella
Mortonia utahensis
Morus alba
Morus celtidifolia
Morus microphylla
Morus nigra
Morus rubra
Mosannona costaricensis
Mosannona depressa
Mosiera longipes
Mosla dianthera
Mosquitoxylum jamaicense
Mouriri osaensis
Moussonia deppeana
Moussonia elegans
Mucidosphaerium pulchellum
Mucronea perfoliata
Mucuna argyrophylla
Mucuna elliptica
Mucuna monticola
Mucuna pruriens
Mucuna sloanei
Mucuna urens
Muehlenbeckia axillaris
Muehlenbeckia complexa
Muhlenbergia alamosae
Muhlenbergia andina
Muhlenbergia arenacea
Muhlenbergia arenicola
Muhlenbergia asperifolia
Muhlenbergia capillaris
Muhlenbergia cuspidata
Muhlenbergia depauperata
Muhlenbergia emersleyi
Muhlenbergia expansa
Muhlenbergia filiformis
Muhlenbergia frondosa
Muhlenbergia gigantea
Muhlenbergia glabrifloris
Muhlenbergia glomerata
Muhlenbergia involuta
Muhlenbergia lindheimeri
Muhlenbergia longiligula
Muhlenbergia macroura
Muhlenbergia mexicana
Muhlenbergia microsperma
Muhlenbergia minutissima
Muhlenbergia montana
Muhlenbergia paniculata
Muhlenbergia porteri
Muhlenbergia pubescens
Muhlenbergia pungens
Muhlenbergia racemosa
Muhlenbergia reverchonii
Muhlenbergia richardsonis
Muhlenbergia rigens
Muhlenbergia rigida
Muhlenbergia schreberi
Muhlenbergia sericea
Muhlenbergia setifolia
Muhlenbergia sobolifera
Muhlenbergia sylvatica
Muhlenbergia tenuiflora
Muhlenbergia torreyi
Muhlenbergia tricholepis
Muhlenbergia uniflora
Muhlenbergia utilis
Muhlenbergia versicolor
Muhlenbergia virescens
Muhlenbergia wrightii
Muilla coronata
Muilla maritima
Muilla transmontana
Munroa pulchella
Munroa squarrosa
Muntingia calabura
Murdannia keisak
Murdannia nudiflora
Murdannia spirata
Murraya koenigii
Murraya paniculata
Musa acuminata
Musa balbisiana
Musa basjoo
Musa coccinea
Musa ornata
Musa paradisiaca
Musa velutina
Muscarella strumosa
Muscari armeniacum
Muscari botryoides
Muscari latifolium
Muscari neglectum
Musella lasiocarpa
Musineon divaricatum
Musineon tenuifolium
Mussaenda erythrophylla
Mussaenda frondosa
Mussaenda philippica
Myagrum perfoliatum
Mycopteris alsopteris
Mylia anomala
Mylia taylorii
Myoporum laetum
Myoporum parvifolium
Myoporum tenuifolium
Myosotis alpestris
Myosotis arvensis
Myosotis asiatica
Myosotis discolor
Myosotis latifolia
Myosotis laxa
Myosotis macrosperma
Myosotis scorpioides
Myosotis stricta
Myosotis sylvatica
Myosotis verna
Myosurus apetalus
Myosurus minimus
Myrcia deflexa
Myrcia fenzliana
Myrcia paulii-jonesii
Myrcia splendens
Myrcianthes fragrans
Myrcianthes storkii
Myrica gale
Myriocarpa bifurca
Myriocarpa heterospicata
Myriocarpa longipes
Myriocoleopsis minutissima
Myriophyllum aquaticum
Myriophyllum heterophyllum
Myriophyllum hippuroides
Myriophyllum humile
Myriophyllum pinnatum
Myriophyllum sibiricum
Myriophyllum spicatum
Myriophyllum tenellum
Myriophyllum triphyllum
Myriophyllum verticillatum
Myriopteris aemula
Myriopteris alabamensis
Myriopteris allosuroides
Myriopteris aurea
Myriopteris chipinquensis
Myriopteris clevelandii
Myriopteris cooperae
Myriopteris covillei
Myriopteris fendleri
Myriopteris fimbriata
Myriopteris gracilis
Myriopteris gracillima
Myriopteris intertexta
Myriopteris lanosa
Myriopteris lendigera
Myriopteris lindheimeri
Myriopteris microphylla
Myriopteris myriophylla
Myriopteris newberryi
Myriopteris notholaenoides
Myriopteris parryi
Myriopteris peninsularis
Myriopteris pringlei
Myriopteris rufa
Myriopteris scabra
Myriopteris tomentosa
Myriopteris viscida
Myriopteris windhamii
Myriopteris wootonii
Myriopteris wrightii
Myriopteris yavapensis
Myriopus volubilis
Myrmecophila christinae
Myrmecophila galeottiana
Myrmecophila grandiflora
Myrmecophila humboldtii
Myrmecophila tibicinis
Myrmecophila wendlandii
Myrospermum sousanum
Myroxylon balsamum
Myrrhidendron donnell-smithii
Myrrhis odorata
Myrsine coriacea
Myrsine floridana
Myrsine juergensenii
Myrsine sandwicensis
Myrteola nummularia
Myrtillocactus cochal
Myrtillocactus geometrizans
Myrtillocactus schenckii
Myrtus communis
Myurella sibirica
Nabalus alatus
Nabalus albus
Nabalus altissima
Nabalus asper
Nabalus barbata
Nabalus carrii
Nabalus crepidinea
Nabalus racemosus
Nabalus serpentarius
Nabalus trifoliolatus
Nahuatlea arborescens
Nahuatlea hypoleuca
Nahuatlea magna
Nahuatlea obtusata
Najas flexilis
Najas gracillima
Najas guadalupensis
Najas marina
Najas minor
Nama aretioides
Nama californicum
Nama coulteri
Nama demissum
Nama densum
Nama depressa
Nama dichotomum
Nama havardii
Nama hispidum
Nama hitchcockii
Nama jamaicensis
Nama lobbii
Nama origanifolium
Nama palmeri
Nama prostratum
Nama pusilla
Nama rothrockii
Nama sericea
Nama stevensii
Nandina domestica
Napaea dioica
Narcissus compressus
Narcissus cyclazetta
Narcissus incomparabilis
Narcissus jonquilla
Narcissus medioluteus
Narcissus odorus
Narcissus papyraceus
Narcissus poeticus
Narcissus pseudonarcissus
Narcissus tazetta
Nardus stricta
Narthecium californicum
Nasa humboldtiana
Nasa speciosa
Nashia inaguensis
Nassella lepida
Nassella leucotricha
Nassella manicata
Nassella pulchra
Nassella tenuissima
Nassella viridula
Nasturtium microphyllum
Nasturtium officinale
Nautilocalyx melittifolius
Navarretia atractyloides
Navarretia breweri
Navarretia divaricata
Navarretia fossalis
Navarretia hamata
Navarretia heterodoxa
Navarretia intertexta
Navarretia leptalea
Navarretia leucocephala
Navarretia linearifolia
Navarretia mellita
Navarretia panochensis
Navarretia peninsularis
Navarretia pubescens
Navarretia squarrosa
Navarretia tagetina
Navarretia viscidula
Neckera douglasii
Neckera pennata
Nectouxia formosa
Neea psychotrioides
Neillia incisa
Nelsonia canescens
Nelumbo lutea
Nelumbo nucifera
Nemacaulis denudata
Nemacladus capillaris
Nemacladus glanduliferus
Nemacladus longiflorus
Nemacladus montanus
Nemacladus orientalis
Nemacladus pinnatifidus
Nemacladus ramosissimus
Nemacladus rubescens
Nemacladus secundiflorus
Nemacladus sigmoideus
Nemacladus tenuis
Nemaconia glomerata
Nemaconia striata
Nemalion multifidum
Nemalion vermiculare
Nemastylis floridana
Nemastylis geminiflora
Nemastylis nuttallii
Nemastylis tenuis
Nemesia fruticans
Nemophila aphylla
Nemophila breviflora
Nemophila heterophylla
Nemophila kirtleyi
Nemophila maculata
Nemophila menziesii
Nemophila parviflora
Nemophila pedunculata
Nemophila phacelioides
Nemophila pulchella
Nemophila sayersensis
Nemophila spatulata
Neobrittonia acerifolia
Neobuxbaumia macrocephala
Neobuxbaumia mezcalaensis
Neobuxbaumia scoparia
Neobuxbaumia tetetzo
Neodilsea borealis
Neogastroclonium subarticulatum
Neoholmgrenia andina
Neokochia americana
Neolamarckia cadamba
Neolloydia conoidea
Neolloydia grandiflora
Neomarica coerulea
Neomarica northiana
Neomeris annulata
Neomeris vanbosseae
Neomillspaughia emarginata
Neomirandea araliifolia
Neonotonia wightii
Neoorthocaulis attenuatus
Neoorthocaulis floerkei
Neopringlea integrifolia
Neoptilota asplenioides
Neoptilota densa
Neoregelia carolinae
Neorhodomela larix
Neorudolphia volubilis
Neottia banksiana
Neottia bifolia
Neottia borealis
Neottia convallarioides
Neottia cordata
Neottia ovata
Neottia smallii
Nepeta cataria
Nepeta faassenii
Nepeta racemosa
Nephelium lappaceum
Nephrolepis biserrata
Nephrolepis brownii
Nephrolepis cordifolia
Nephrolepis exaltata
Nephrolepis falcata
Nephrolepis rivularis
Nepsera aquatica
Neptunia lutea
Neptunia plena
Neptunia pubescens
Nerisyrenia camporum
Nerisyrenia gracilis
Nerisyrenia incana
Nerisyrenia linearifolia
Nerium oleander
Nernstia mexicana
Nertera granadensis
Neslia paniculata
Nestotus macleanii
Nestotus stenophyllus
Nestronia umbellula
Netrium digitus
Netrium interruptum
Netrium oblongum
Neurolaena lobata
Neyraudia reynaudiana
Nicandra physalodes
Nicolletia edwardsii
Nicolletia occidentalis
Nicolletia trifida
Nicotiana acuminata
Nicotiana alata
Nicotiana attenuata
Nicotiana clevelandii
Nicotiana glauca
Nicotiana nudicaulis
Nicotiana obtusifolia
Nicotiana plumbaginifolia
Nicotiana quadrivalvis
Nicotiana repanda
Nicotiana rustica
Nicotiana sylvestris
Nicotiana tabacum
Nidema boothii
Nienburgia andersoniana
Nigella damascena
Niphidium crassifolium
Niphotrichum canescens
Nipponanthemum nipponicum
Nissolia fruticosa
Nissolia microptera
Nissolia schottii
Nissolia setosa
Nitella clavata
Nitella flexilis
Nitellopsis obtusa
Nitrophila occidentalis
Noccaea fendleri
Noccaea perfoliata
Nolina atopocarpa
Nolina beldingii
Nolina bigelovii
Nolina cespitifera
Nolina erumpens
Nolina georgiana
Nolina hibernica
Nolina humilis
Nolina lindheimeriana
Nolina matapensis
Nolina microcarpa
Nolina palmeri
Nolina parryi
Nolina parviflora
Nolina texana
Nopalea auberi
Nopalea cochenillifera
Nopalea dejecta
Nopalea inaperta
Noronhia emarginata
Nothochelone nemorosa
Notholaena aschenborniana
Notholaena brachypus
Notholaena californica
Notholaena candida
Notholaena grayi
Notholaena lemmonii
Notholaena meridionalis
Notholaena neglecta
Notholaena schaffneri
Notholaena standleyi
Notholaena sulphurea
Notholithocarpus densiflorus
Nothoscordum bivalve
Nothoscordum borbonicum
Nothoscordum gracile
Notopleura parasitica
Notopleura polyphlebia
Notopleura uliginosa
Notothylas orbicularis
Notylia barkeri
Notylia orbicularis
Nowellia curvifolia
Nuphar advena
Nuphar lutea
Nuphar microphylla
Nuphar polysepalum
Nuphar rubrodisca
Nuphar sagittifolia
Nuphar variegata
Nuttallanthus canadensis
Nuttallanthus floridanus
Nuttallanthus texanus
Nyctaginia capitata
Nymphaea alba
Nymphaea ampla
Nymphaea elegans
Nymphaea leibergii
Nymphaea lotus
Nymphaea mexicana
Nymphaea nouchali
Nymphaea odorata
Nymphaea pulchella
Nymphaea rubra
Nymphaea tetragona
Nymphoides aquatica
Nymphoides cordata
Nymphoides fallax
Nymphoides hydrophylla
Nymphoides indica
Nymphoides peltata
Nyssa aquatica
Nyssa ogeche
Nyssa sylvatica
Obolaria virginica
Ochna serrulata
Ochna thomasiana
Ochroma pyramidale
Ochrosia elliptica
Ocimum americanum
Ocimum basilicum
Ocimum campechianum
Ocimum carnosum
Ocimum gratissimum
Ocimum tenuiflorum
Oclemena acuminata
Oclemena blakei
Oclemena nemoralis
Oclemena reticulata
Ocotea dendrodaphne
Ocotea fulvescens
Ocotea heydeana
Ocotea holdridgeana
Ocotea insularis
Ocotea mollifolia
Ocotea puberula
Ocotea purpurea
Ocotea sinuata
Ocotea tenera
Ocotea whitei
Octoblepharum albidum
Odonellia hirtiflora
Odonthalia floccosa
Odonthalia washingtoniensis
Odontites vulgaris
Odontonema cuspidatum
Odontoschisma denudatum
Odontosoria aculeata
Odontosoria chinensis
Odontosoria scandens
Odontosoria schlechtendalii
Odontostomum hartwegii
Oeceoclades maculata
Oecopetalum greenmanii
Oecopetalum mexicanum
Oemleria cerasiformis
Oenanthe sarmentosa
Oenocarpus mapora
Oenothera albicaulis
Oenothera argillicola
Oenothera arizonica
Oenothera avita
Oenothera berlandieri
